Netid,Fid,DiffLUDB,DiffLUDB (ms),DiffLUDB (min),#SubTandems,objFunc Derivation (aggr ns),objFunc Derivation (aggr ms),objFunc Derivation (aggr min),NLopt wrapper (aggr ns),NLopt wrapper (aggr ms),NLopt wrapper (aggr min),NLP (aggr ns),NLP (aggr ms),NLP (aggr min)
1,0,11942806,11,0,1,6857784,6,0,6873,0,0,2324,0,0
1,16,8136550,8,0,2,971196,0,0,1448064,1,0,1023574,1,0
1,13,7752847,7,0,5,754969,0,0,22012,0,0,902508,0,0
1,1,556056,0,0,1,103063,0,0,12985,0,0,421,0,0
1,5,2392378,2,0,3,293681,0,0,11283,0,0,291737,0,0
1,12,593245,0,0,1,122810,0,0,1684,0,0,350,0,0
1,9,16792113,16,0,17,2456688,2,0,112744,0,0,3533874,3,0
1,7,788613,0,0,1,137479,0,0,8596,0,0,60293,0,0
1,10,1267083,1,0,3,198954,0,0,10220,0,0,46878,0,0
1,8,737998,0,0,1,108403,0,0,8356,0,0,58620,0,0
1,2,45225,0,0,0,0,0,0,0,0,0,0,0,0
1,6,301296,0,0,1,71294,0,0,862,0,0,401,0,0
1,15,37130,0,0,0,0,0,0,0,0,0,0,0,0
1,14,6629044,6,0,4,4400594,4,0,37872,0,0,154510,0,0
1,11,1912035,1,0,5,343956,0,0,26571,0,0,81914,0,0
1,4,1311165,1,0,2,197662,0,0,10569,0,0,205848,0,0
1,3,2061727,2,0,5,298262,0,0,24907,0,0,82204,0,0
2,28,2390995,2,0,11,350517,0,0,9070,0,0,3926,0,0
2,3,6041600,6,0,25,1153541,1,0,68136,0,0,388502,0,0
2,26,5493139,5,0,25,1212790,1,0,58678,0,0,359628,0,0
2,2,29497444,29,0,85,2732489,2,0,166019,0,0,12243549,12,0
2,6,4638371,4,0,34,621608,0,0,52400,0,0,761824,0,0
2,14,2513105,2,0,19,394454,0,0,45644,0,0,269608,0,0
2,19,1209755,1,0,10,198184,0,0,16630,0,0,48070,0,0
2,15,22964781,22,0,52,853702,0,0,76866,0,0,16817005,16,0
2,20,29993407,29,0,89,1819923,1,0,195708,0,0,14559312,14,0
2,18,2626589,2,0,22,273940,0,0,45002,0,0,568741,0,0
2,10,2257975,2,0,22,295917,0,0,33593,0,0,572566,0,0
2,17,607642,0,0,9,70914,0,0,9428,0,0,42330,0,0
2,32,6735254,6,0,52,675120,0,0,61825,0,0,1850168,1,0
2,23,2581333,2,0,27,326302,0,0,33874,0,0,224424,0,0
2,12,5425541,5,0,50,607865,0,0,62658,0,0,978290,0,0
2,8,1266892,1,0,17,142087,0,0,10449,0,0,53531,0,0
2,29,1552619,1,0,16,166330,0,0,10570,0,0,319743,0,0
2,11,1137579,1,0,10,124545,0,0,9746,0,0,283183,0,0
2,22,7282062,7,0,65,783239,0,0,82519,0,0,1763204,1,0
2,31,816586,0,0,14,119826,0,0,17082,0,0,85389,0,0
