Netid,Fid,DiffLUDB,DiffLUDB (ms),DiffLUDB (min),#SubTandems,objFunc Derivation (aggr ns),objFunc Derivation (aggr ms),objFunc Derivation (aggr min),NLopt wrapper (aggr ns),NLopt wrapper (aggr ms),NLopt wrapper (aggr min),NLP (aggr ns),NLP (aggr ms),NLP (aggr min)
1,10,579659,0,0,3,14287,0,0,4098,0,0,469411,0,0
1,5,554652,0,0,3,12293,0,0,2735,0,0,455896,0,0
1,11,1249516,1,0,5,26919,0,0,6835,0,0,1057756,1,0
1,2,6111,0,0,0,0,0,0,0,0,0,0,0,0
1,14,2139057,2,0,4,24355,0,0,8025,0,0,1950753,1,0
1,9,49712346,49,0,17,107653,0,0,26057,0,0,48846482,48,0
1,6,24586,0,0,1,2545,0,0,40,0,0,30,0,0
1,15,4338,0,0,0,0,0,0,0,0,0,0,0,0
1,13,7844759,7,0,5,25267,0,0,5741,0,0,7641918,7,0
1,1,31009,0,0,1,5841,0,0,180,0,0,30,0,0
1,7,1447497,1,0,1,6112,0,0,2895,0,0,1393777,1,0
1,12,28474,0,0,1,5300,0,0,200,0,0,20,0,0
1,16,1594163,1,0,2,16300,0,0,4610,0,0,1472604,1,0
1,3,1213038,1,0,5,21340,0,0,6012,0,0,1040293,1,0
1,0,19446,0,0,1,1884,0,0,20,0,0,20,0,0
1,8,1466804,1,0,1,5861,0,0,2554,0,0,1414296,1,0
1,4,5490708,5,0,2,15909,0,0,3006,0,0,5373027,5,0
2,12,12992545,12,0,50,116326,0,0,20219,0,0,11839441,11,0
2,29,5630451,5,0,16,35716,0,0,3736,0,0,5279582,5,0
2,20,159264023,159,0,89,209899,0,0,29597,0,0,157197201,157,0
2,26,8565632,8,0,25,63568,0,0,13756,0,0,7978032,7,0
2,2,136146280,136,0,85,220938,0,0,32180,0,0,134020139,134,0
2,10,35990031,35,0,22,61094,0,0,11191,0,0,35412958,35,0
2,14,4262302,4,0,19,46227,0,0,8444,0,0,3822689,3,0
2,30,7444328,7,0,17,52880,0,0,6833,0,0,6953736,6,0
