Netid,Fid,DiffLUDB,DiffLUDB (ms),DiffLUDB (min),#SubTandems,objFunc Derivation (aggr ns),objFunc Derivation (aggr ms),objFunc Derivation (aggr min),NLopt wrapper (aggr ns),NLopt wrapper (aggr ms),NLopt wrapper (aggr min),NLP (aggr ns),NLP (aggr ms),NLP (aggr min)
1,0,27372,0,0,1,4198,0,0,30,0,0,30,0,0
1,2,5841,0,0,0,0,0,0,0,0,0,0,0,0
1,10,127209,0,0,3,13986,0,0,3857,0,0,16571,0,0
1,5,108293,0,0,3,11761,0,0,2695,0,0,13034,0,0
1,12,34875,0,0,1,9948,0,0,571,0,0,21,0,0
1,6,24596,0,0,1,2113,0,0,31,0,0,20,0,0
1,1,25097,0,0,1,4619,0,0,170,0,0,30,0,0
1,8,60063,0,0,1,6092,0,0,2895,0,0,7404,0,0
1,9,6983866,6,0,17,104185,0,0,24767,0,0,6139659,6,0
1,14,201669,0,0,4,22664,0,0,7463,0,0,22863,0,0
1,13,610396,0,0,5,23925,0,0,5271,0,0,407355,0,0
1,4,374764,0,0,2,15820,0,0,2805,0,0,258976,0,0
1,11,174898,0,0,5,19757,0,0,5881,0,0,12193,0,0
1,7,57748,0,0,1,5741,0,0,2404,0,0,6332,0,0
1,16,131577,0,0,2,15278,0,0,4199,0,0,15729,0,0
1,3,170510,0,0,5,19487,0,0,5791,0,0,11642,0,0
1,15,4458,0,0,0,0,0,0,0,0,0,0,0,0
2,7,226305,0,0,9,21139,0,0,3957,0,0,5221,0,0
2,23,709312,0,0,27,56405,0,0,10309,0,0,156844,0,0
2,26,788961,0,0,25,61439,0,0,12723,0,0,213009,0,0
2,1,184155,0,0,10,16681,0,0,220,0,0,253,0,0
2,13,248216,0,0,10,24016,0,0,5730,0,0,12894,0,0
2,21,5148579,5,0,30,67800,0,0,7113,0,0,4457379,4,0
2,32,5476976,5,0,52,125691,0,0,19354,0,0,4174712,4,0
2,0,2285282,2,0,50,110047,0,0,19278,0,0,1172491,1,0
2,8,320231,0,0,17,28625,0,0,3716,0,0,7895,0,0
2,9,10706807,10,0,57,143559,0,0,19956,0,0,9316117,9,0
2,22,4434998,4,0,65,149113,0,0,26711,0,0,2955722,2,0
2,28,205566,0,0,11,16752,0,0,282,0,0,290,0,0
2,14,483788,0,0,19,45356,0,0,9468,0,0,53961,0,0
2,2,72639930,72,0,85,218933,0,0,32140,0,0,70491675,70,0
2,10,1485380,1,0,22,60845,0,0,11119,0,0,908837,0,0
2,15,75123374,75,0,52,125953,0,0,13443,0,0,73901621,73,0
2,25,744558,0,0,27,62498,0,0,13214,0,0,164889,0,0
2,4,2421607,2,0,43,102436,0,0,18438,0,0,1384178,1,0
2,30,1769272,1,0,17,47248,0,0,6772,0,0,1288699,1,0
2,27,64912,0,0,2,6692,0,0,2556,0,0,3867,0,0
2,18,1461865,1,0,22,58418,0,0,10749,0,0,892398,0,0
2,19,246163,0,0,10,19576,0,0,3348,0,0,7585,0,0
2,29,628951,0,0,16,32920,0,0,3766,0,0,296546,0,0
2,17,195848,0,0,9,18014,0,0,3286,0,0,7323,0,0
2,20,57121217,57,0,89,208677,0,0,29029,0,0,55051469,55,0
2,24,740771,0,0,27,59140,0,0,12873,0,0,165180,0,0
2,11,749798,0,0,10,26190,0,0,3476,0,0,518464,0,0
2,16,299372,0,0,14,28306,0,0,5770,0,0,14217,0,0
2,3,784793,0,0,25,61153,0,0,12676,0,0,213699,0,0
2,31,305283,0,0,14,29436,0,0,6751,0,0,15200,0,0
2,5,119514,0,0,5,12002,0,0,3165,0,0,6783,0,0
2,6,1982473,1,0,34,73075,0,0,7193,0,0,1228225,1,0
2,12,2278128,2,0,50,108353,0,0,18494,0,0,1179956,1,0
3,99,208690619,208,0,4179,6672089,6,0,477247,0,0,91947019,91,0
3,130,143719270,143,0,3344,5375682,5,0,400417,0,0,49618569,49,0
3,198,2071149,2,0,54,93816,0,0,8165,0,0,566154,0,0
3,53,165290,0,0,2,11491,0,0,2776,0,0,30988,0,0
3,181,1128147687,1128,0,29065,45858794,45,0,3230384,3,0,327875253,327,0
3,55,64337599,64,0,738,1191370,1,0,83307,0,0,43736112,43,0
