Netid,Fid,DiffLUDB
1,0,0.6412560042556942
1,16,1.8599551607907725
1,13,1.8605008588033847
1,1,0.8265598436539354
1,5,1.6126418638117344
1,12,0.8265598436539354
1,9,2.744526718977793
1,7,0.9262455863837408
1,10,1.6126418638117344
1,8,0.9262455863837408
1,2,0.8752064461240441
1,6,0.8950383449855422
1,15,0.6633280045467382
1,14,2.044517933760905
1,11,1.1234077455005762
1,4,1.9242395522318594
1,3,1.1234077455005762
2,21,2.544795257699097
2,22,3.8121318382681277
2,10,2.2744601645054527
2,24,3.552108217471063
2,26,3.403042847954182
2,2,4.64135314414395
2,8,2.640405119945037
2,17,1.919682922851398
2,3,3.403042847954182
2,20,4.916120740377957
2,14,2.2753902561977903
2,7,1.4436085458465608
2,12,3.240353162698466
2,13,2.002947111521441
2,6,4.004695625939525
2,0,3.240353162698466
2,25,3.018968415676641
2,15,3.9091969909438995
2,27,1.171999061705013
2,23,2.234967137531988
2,31,1.5071252918572537
2,1,1.00233367563801
2,16,1.6223313270526403
2,28,1.3072028827477529
2,30,2.099849239756968
2,32,3.6376924444794287
2,9,3.578762373388651
2,4,3.0624351143470094
2,29,2.8573834355555547
2,18,2.2744601645054527
2,11,2.225266842443479
2,5,1.3966015179413842
2,19,1.6473894312187098
3,135,17.611256963152815
3,13,4.519527161900413
3,22,10.198059343980958
3,145,4.106534007659
3,16,6.6300694716195885
3,160,2.601098070294131
3,177,2.138467280425655
3,186,4.504273762351552
3,207,6.286509132138606
3,204,13.339640834142857
3,143,7.821779866606618
3,28,3.4674309841742716
3,181,18.657802576591898
3,91,6.526024897280728
3,168,7.226846116217317
3,55,7.309475414455015
3,52,14.01888359112173
3,23,4.697750404416459
3,132,14.621178204612447
3,121,8.526729648033795
3,35,0.836616380783526
3,192,4.067245324476545
3,74,5.405123524754911
3,171,0.836616380783526
3,212,9.416056454059836
3,61,10.462934794919086
3,190,5.05437448643949
3,108,5.734225801372775
3,226,3.1436564347084306
3,187,3.8090440712612708
3,98,20.941699023747635
3,179,5.0969794562996915
3,146,11.386332058794743
3,138,11.188159997417165
3,59,3.8181986582638214
3,133,8.415021888989504
3,214,7.708967425754313
3,113,11.830644849657576
3,38,11.923489976454178
3,26,8.811595518767142
3,130,10.807296090190496
3,206,6.275456499220795
3,128,5.430721520478602
3,213,7.659907024673401
3,25,6.444598832236462
3,222,6.90658079856281
3,40,0.9426117930166457
3,159,5.213033239502509
3,166,5.890656789916274
3,225,4.330630776114274
3,31,3.9342365678350415
3,161,13.36867599359477
3,147,1.4165070349472662
3,220,3.7872282637491037
3,95,15.083476922461767
3,203,6.986215420115387
3,195,2.5374700830150045
3,196,0.8196792982116715
3,46,5.380013111613323
3,18,9.0752468207455
3,218,4.4229919673972455
3,82,7.226846116217317
3,129,5.118825532153473
3,122,10.965751906982959
3,84,1.8043466757064508
3,101,4.867517977075378
3,41,8.015253177644363
3,154,4.569980990236452
3,58,4.109994778813861
3,9,5.831674188749756
3,157,5.213033239502509
3,4,8.043994862579458
3,65,17.84213119106441
3,21,0.836616380783526
3,88,4.630901042522503
3,2,1.4455154930847136
3,164,5.509645435209332
3,48,13.603062561195976
3,12,4.8909663348901775
3,219,8.526729648033795
3,156,6.321481733999397
3,72,4.04199394582975
3,229,3.4365715613599432
3,169,13.342798578748079
3,79,7.778009334209626
3,94,12.092093050511838
3,32,5.76540306366609
3,170,2.9606463177519187
3,44,7.041076867052178
3,66,5.346924809673995
3,149,14.264689490344512
3,224,4.093290731691742
3,71,1.4165070349472662
3,198,2.9762578739733776
3,15,6.784025611608327
3,7,0.9049292697065677
3,62,0.9426117930166457
3,137,7.101782940467154
3,199,4.981352800007668
3,37,2.432562662080295
3,105,2.935438415509941
3,43,5.509645435209332
3,125,4.3013108868760686
3,142,4.067245324476545
3,215,9.572871604268457
3,200,12.455239708820864
3,87,11.20737825726947
3,165,0.9856220558874178
3,205,5.2054492731193145
3,3,6.834146136796803
3,210,5.807228989016439
3,167,8.86937997244119
3,126,4.011698071639992
3,36,7.141487747038314
3,209,7.491212541806867
3,85,10.278955565275735
3,185,11.652562997361848
3,193,14.990371468610636
3,131,17.30092253177774
3,211,0.5463279162301368
3,76,1.3831418013180774
3,111,10.822758224252787
3,109,8.810103834445295
3,45,9.31660755332713
3,92,4.8534190395210635
3,189,7.105486456665087
3,17,2.9081656035329515
3,148,5.438589541231814
3,0,5.201143444155553
3,34,1.7490093412945737
3,134,17.698649872649995
3,150,6.618857046896291
3,139,12.142295209046273
3,151,3.9562006972637014
3,57,12.971451596365275
3,19,4.6397652509799645
3,42,16.85243132427863
3,110,7.294139462715686
3,67,5.567880171737111
3,172,1.223539572572663
3,97,12.142295209046273
3,184,7.073831808389449
3,217,10.807296090190496
3,1,9.422740797163664
3,188,10.028064361062023
3,104,8.172286987713727
3,93,7.428626543732224
3,81,7.445130166343571
3,194,5.509645435209332
3,124,6.864212904294013
3,80,6.924712599092131
3,158,2.4038427024994116
3,112,7.088668025358646
3,178,4.7081000181022565
3,114,3.1436564347084306
3,100,1.823795315516687
3,77,2.681701246940017
3,183,4.330269381610419
3,208,9.032464489817695
3,75,7.205342237629383
3,120,9.149038690798074
3,20,10.937664662465734
3,197,11.381916637040643
3,47,7.823045918615953
3,73,5.850221150238577
3,173,4.6397652509799645
3,83,14.990371468610636
3,163,0.7331811381801726
3,116,5.959229865426174
3,68,5.850221150238577
3,10,4.330630776114274
3,103,4.697750404416459
3,117,7.757984944106391
3,49,0.8741241269021649
3,118,2.989027461627092
3,50,14.325415167868774
3,182,6.6889485090256775
3,56,4.238859874653081
3,53,1.2929032167058838
3,39,9.7576017320559
3,60,6.526024897280728
3,54,9.422740797163664
3,140,0.7331811381801726
3,30,5.180327609009695
3,162,13.091289097677876
3,119,7.757984944106391
3,102,7.536845796455281
3,115,8.147936049219012
3,155,4.389445360581826
3,175,12.746973390352867
3,228,6.784025611608327
3,70,7.294139462715686
3,96,10.542986787697142
3,136,19.563263072771697
3,174,10.701591346655228
3,141,7.293312765527018
3,14,6.421673554841993
3,223,2.5896771595457864
3,78,5.513818610059222
3,63,11.655646531917148
3,90,7.970947892282686
3,123,10.37536432078589
3,6,5.831674188749756
3,127,2.0607808705144857
3,69,4.610250726263493
3,201,4.133049723980772
3,152,0.8686326538585615
3,11,6.483993943956211
3,24,7.105857050641839
3,51,4.923369985460702
3,86,13.817170235252338
3,153,2.2835103093999076
3,64,10.462934794919086
3,5,15.436855555990602
3,33,7.942980188362426
3,106,7.757984944106391
3,180,5.846282540518785
3,202,8.00059803480186
3,27,4.764299169169669
3,191,11.188159997417165
3,216,1.9827659969578884
3,176,12.142295209046273
3,144,5.380013111613323
3,221,5.22439930392623
3,89,5.371048433371202
3,99,10.289462693104413
3,107,7.590897856669448
3,29,10.701591346655228
3,227,13.011357955494217
3,8,3.9562006972637014
5,9,1.937365403443907
5,2,1.886333012585836
5,7,1.7348764472568674
5,1,1.268077916012664
5,12,1.732746538987393
5,13,2.416374529317908
5,11,1.2689375501504867
5,5,2.842408071771606
5,0,1.1992505805323288
5,15,1.3187716466575576
5,4,1.2513441729909291
5,14,0.7869187366242598
5,16,1.123170977845781
5,6,1.3187716466575576
5,3,1.0725212786255887
5,10,1.4103876447851476
5,8,1.79069306293253
6,26,2.3109861645509486
6,11,2.3009972573850654
6,5,1.9652450235142405
6,17,1.837619860039755
6,8,0.991740997524211
6,4,1.5100923969258344
6,13,1.5000727330835406
6,19,1.7604869030635832
6,24,1.4912690876716106
6,16,4.452130615028973
6,14,2.425972440408114
6,2,1.4217647209049513
6,3,1.837619860039755
6,0,3.353623103652171
6,20,1.7921070614371741
6,9,0.5856638026523616
6,25,2.5465815240130074
6,23,3.324888518185073
6,15,2.3521417267226767
6,22,2.2256003501247585
6,21,2.1603252595250155
6,6,0.98879087320294
6,18,3.219675157719553
6,1,1.9758285831785476
6,12,2.724356785356962
6,10,3.353623103652171
6,7,2.221850363759711
7,3,0.6368608189408116
7,0,1.2860560091335298
7,1,1.0390419005886384
7,2,1.8865267828951637
8,216,11.452969619028485
8,166,11.641454055215696
8,245,7.237572862133664
8,67,7.558999867032895
8,237,6.589139591081468
