Netid,Fid,DiffLUDB,DiffLUDB (ms),DiffLUDB (min),#SubTandems,objFunc Derivation (aggr ns),objFunc Derivation (aggr ms),objFunc Derivation (aggr min),NLopt wrapper (aggr ns),NLopt wrapper (aggr ms),NLopt wrapper (aggr min),NLP (aggr ns),NLP (aggr ms),NLP (aggr min)
1,0,11664240,11,0,1,6838786,6,0,6733,0,0,2194,0,0
1,16,9427719,9,0,2,963129,0,0,1367569,1,0,2354943,2,0
1,13,11786881,11,0,5,778172,0,0,21270,0,0,4433637,4,0
1,1,637608,0,0,1,146125,0,0,25919,0,0,501,0,0
1,5,2946995,2,0,3,302108,0,0,10620,0,0,838245,0,0
1,12,662945,0,0,1,111109,0,0,25027,0,0,511,0,0
1,9,40193619,40,0,17,2264785,2,0,110956,0,0,28191945,28,0
1,7,743106,0,0,1,124093,0,0,8325,0,0,163277,0,0
1,10,1392937,1,0,3,181530,0,0,9458,0,0,346261,0,0
1,8,880013,0,0,1,115918,0,0,8205,0,0,167445,0,0
1,2,41288,0,0,0,0,0,0,0,0,0,0,0,0
1,6,240953,0,0,1,51016,0,0,952,0,0,340,0,0
1,15,25458,0,0,0,0,0,0,0,0,0,0,0,0
1,14,4598909,4,0,4,298060,0,0,31017,0,0,433125,0,0
1,11,1739919,1,0,5,314972,0,0,24855,0,0,273084,0,0
1,4,3486159,3,0,2,149700,0,0,10020,0,0,2442388,2,0
1,3,1928072,1,0,5,358574,0,0,24685,0,0,274947,0,0
2,28,1909076,1,0,11,298659,0,0,8348,0,0,3686,0,0
2,3,7958559,7,0,25,878982,0,0,57276,0,0,2714722,2,0
2,26,10614698,10,0,25,1078326,1,0,57848,0,0,4417067,4,0
2,2,186622839,186,0,85,2745138,2,0,172536,0,0,169976673,169,0
2,6,8425586,8,0,34,714281,0,0,54582,0,0,3873738,3,0
2,14,3585374,3,0,19,404149,0,0,36688,0,0,1221114,1,0
2,19,1471694,1,0,10,287841,0,0,15316,0,0,191271,0,0
2,15,103041482,103,0,52,888291,0,0,82745,0,0,96612907,96,0
2,20,147951051,147,0,89,1626231,1,0,172276,0,0,137689417,137,0
2,18,7057789,7,0,22,373188,0,0,62939,0,0,4373777,4,0
2,10,6617079,6,0,22,379595,0,0,34373,0,0,4374888,4,0
2,17,946298,0,0,9,87355,0,0,9057,0,0,184426,0,0
2,32,21935604,21,0,52,687962,0,0,61767,0,0,16170885,16,0
2,23,3032436,3,0,27,316154,0,0,37070,0,0,897913,0,0
2,12,9914385,9,0,50,574327,0,0,61061,0,0,5754071,5,0
2,8,1250749,1,0,17,144122,0,0,13436,0,0,107302,0,0
2,29,3609360,3,0,16,154804,0,0,10448,0,0,2459209,2,0
2,11,4327289,4,0,10,120835,0,0,9738,0,0,3517408,3,0
2,22,18096433,18,0,65,801194,0,0,87394,0,0,12637056,12,0
2,31,1565251,1,0,14,188755,0,0,21831,0,0,409288,0,0
2,4,11140476,11,0,43,517232,0,0,59954,0,0,7388005,7,0
2,21,13627999,13,0,30,326612,0,0,23376,0,0,11032412,11,0
2,13,1382858,1,0,10,144911,0,0,22504,0,0,421391,0,0
2,27,272142,0,0,2,34134,0,0,8415,0,0,59863,0,0
2,5,568167,0,0,5,57377,0,0,8566,0,0,181620,0,0
2,0,9621774,9,0,50,545211,0,0,62498,0,0,5766249,5,0
2,24,2960382,2,0,27,303157,0,0,39887,0,0,1006031,1,0
2,7,738988,0,0,9,106982,0,0,8695,0,0,58680,0,0
2,16,1337352,1,0,14,134634,0,0,16922,0,0,393096,0,0
