Netid,Fid,DiffLUDB,DiffLUDB (ms),DiffLUDB (min),#SubTandems,objFunc Derivation (aggr ns),objFunc Derivation (aggr ms),objFunc Derivation (aggr min),NLopt wrapper (aggr ns),NLopt wrapper (aggr ms),NLopt wrapper (aggr min),NLP (aggr ns),NLP (aggr ms),NLP (aggr min)
1,0,11930540,11,0,1,6840609,6,0,7013,0,0,2194,0,0
1,16,8574122,8,0,2,976673,0,0,1255968,1,0,1567882,1,0
1,13,9521359,9,0,5,801706,0,0,22793,0,0,2217111,2,0
1,1,597501,0,0,1,123853,0,0,23845,0,0,470,0,0
1,5,2503888,2,0,3,315733,0,0,10490,0,0,416471,0,0
1,12,722025,0,0,1,99156,0,0,16691,0,0,451,0,0
1,9,16127255,16,0,17,2446590,2,0,112431,0,0,2649657,2,0
1,7,789803,0,0,1,163607,0,0,8336,0,0,57157,0,0
1,10,1378507,1,0,3,204605,0,0,10219,0,0,187282,0,0
1,8,755187,0,0,1,142918,0,0,8275,0,0,54753,0,0
1,2,46608,0,0,0,0,0,0,0,0,0,0,0,0
1,6,267532,0,0,1,39625,0,0,841,0,0,391,0,0
1,15,28283,0,0,0,0,0,0,0,0,0,0,0,0
1,14,7450431,7,0,4,361367,0,0,33283,0,0,575500,0,0
1,11,2381711,2,0,5,362322,0,0,25496,0,0,398830,0,0
1,4,1128829,1,0,2,153088,0,0,10820,0,0,111008,0,0
1,3,2482929,2,0,5,316493,0,0,25718,0,0,427653,0,0
2,28,2359788,2,0,11,342093,0,0,8356,0,0,3856,0,0
2,3,6855315,6,0,25,1244264,1,0,63842,0,0,859530,0,0
2,26,5592967,5,0,25,966113,0,0,59210,0,0,727199,0,0
2,2,25067904,25,0,85,2509606,2,0,163560,0,0,7813859,7,0
2,6,7535921,7,0,34,637313,0,0,52650,0,0,608821,0,0
2,14,2482048,2,0,19,401565,0,0,37470,0,0,207240,0,0
2,19,1331559,1,0,10,199175,0,0,15689,0,0,160241,0,0
2,15,9663966,9,0,52,881590,0,0,85587,0,0,3575373,3,0
2,20,26096674,26,0,89,1822874,1,0,190168,0,0,12368097,12,0
2,18,4155580,4,0,22,411202,0,0,48541,0,0,736173,0,0
2,10,3422943,3,0,22,417335,0,0,35345,0,0,630313,0,0
2,17,1027539,1,0,9,114205,0,0,9218,0,0,52218,0,0
2,32,7924884,7,0,52,836059,0,0,62747,0,0,1760496,1,0
2,23,5481376,5,0,27,293810,0,0,35357,0,0,3473226,3,0
2,12,3946808,3,0,50,488041,0,0,59336,0,0,981992,0,0
2,8,989567,0,0,17,107700,0,0,9710,0,0,203931,0,0
2,29,943491,0,0,16,122295,0,0,10307,0,0,137246,0,0
2,11,688332,0,0,10,96333,0,0,9598,0,0,132868,0,0
2,22,5128795,5,0,65,640107,0,0,86775,0,0,1432819,1,0
2,31,947028,0,0,14,126574,0,0,17263,0,0,185027,0,0
2,4,5131590,5,0,43,495419,0,0,59900,0,0,1827469,1,0
2,21,4163314,4,0,30,438268,0,0,23011,0,0,1089432,1,0
2,13,1171258,1,0,10,123091,0,0,17504,0,0,281498,0,0
2,27,408637,0,0,2,33243,0,0,8085,0,0,138039,0,0
2,5,522450,0,0,5,91341,0,0,8916,0,0,52528,0,0
2,0,5338468,5,0,50,646794,0,0,68075,0,0,1212456,1,0
2,24,2975094,2,0,27,355076,0,0,44214,0,0,796173,0,0
2,7,835368,0,0,9,88859,0,0,9085,0,0,136658,0,0
2,16,917371,0,0,14,110167,0,0,17112,0,0,259036,0,0
2,1,369493,0,0,10,77356,0,0,1202,0,0,320,0,0
2,25,1749453,1,0,27,252763,0,0,39992,0,0,507355,0,0
2,30,1415687,1,0,17,196209,0,0,19035,0,0,337843,0,0
2,9,4928751,4,0,57,495294,0,0,64572,0,0,1856723,1,0
3,159,22903471,22,0,281,2059350,2,0,129644,0,0,1599174,1,0
3,22,803262717,803,0,13176,55250899,55,0,3461615,3,0,93277114,93,0
3,43,27679917,27,0,746,1310334,1,0,87137,0,0,6027276,6,0
3,100,951866,0,0,16,50637,0,0,6162,0,0,265550,0,0
3,76,1371294,1,0,42,75594,0,0,7491,0,0,105508,0,0
3,96,356474919,356,0,10792,18302041,18,0,1259064,1,0,42431505,42,0
3,169,938277128,938,0,25103,48957638,48,0,3058156,3,0,134405571,134,0
3,158,408005,0,0,12,25037,0,0,3617,0,0,38693,0,0
3,59,5847122,5,0,172,327639,0,0,22141,0,0,608520,0,0
