Netid,Fid,DiffLUDB,DiffLUDB (ms),DiffLUDB (min),#SubTandems,objFunc Derivation (aggr ns),objFunc Derivation (aggr ms),objFunc Derivation (aggr min),NLopt wrapper (aggr ns),NLopt wrapper (aggr ms),NLopt wrapper (aggr min),NLP (aggr ns),NLP (aggr ms),NLP (aggr min)
1,0,12027620,12,0,1,7069454,7,0,6833,0,0,2164,0,0
1,16,9838728,9,0,2,938945,0,0,1432821,1,0,2504657,2,0
1,13,10929008,10,0,5,824177,0,0,22744,0,0,3490329,3,0
1,1,576212,0,0,1,111269,0,0,1563,0,0,380,0,0
1,5,2832842,2,0,3,312156,0,0,11101,0,0,617481,0,0
1,12,641185,0,0,1,86933,0,0,26119,0,0,481,0,0
1,9,38449431,38,0,17,2583232,2,0,127660,0,0,22232718,22,0
1,7,807908,0,0,1,139532,0,0,8496,0,0,180138,0,0
1,10,1401684,1,0,3,199074,0,0,9958,0,0,354987,0,0
1,8,868262,0,0,1,105398,0,0,8115,0,0,163247,0,0
1,2,44083,0,0,0,0,0,0,0,0,0,0,0,0
1,6,267653,0,0,1,69170,0,0,851,0,0,371,0,0
1,15,26510,0,0,0,0,0,0,0,0,0,0,0,0
1,14,2095286,2,0,4,300464,0,0,31279,0,0,441348,0,0
1,11,1901633,1,0,5,365858,0,0,25838,0,0,274617,0,0
1,4,2239449,2,0,2,200175,0,0,10400,0,0,1147797,1,0
1,3,1828256,1,0,5,262854,0,0,26140,0,0,275507,0,0
2,28,2049883,2,0,11,308811,0,0,8998,0,0,3857,0,0
2,3,10199496,10,0,25,949798,0,0,62843,0,0,1851704,1,0
2,26,6853037,6,0,25,1113512,1,0,60083,0,0,1852672,1,0
2,2,81070312,81,0,85,2712250,2,0,178573,0,0,64157256,64,0
2,6,6257729,6,0,34,738844,0,0,55268,0,0,2230586,2,0
2,14,2918263,2,0,19,381678,0,0,38295,0,0,772869,0,0
2,19,1176772,1,0,10,186260,0,0,15290,0,0,147956,0,0
2,15,79790818,79,0,52,855910,0,0,80736,0,0,73757457,73,0
2,20,91068900,91,0,89,1755242,1,0,192648,0,0,79128033,79,0
2,18,7539309,7,0,22,380874,0,0,65472,0,0,4542076,4,0
2,10,7030952,7,0,22,407545,0,0,35648,0,0,4510326,4,0
2,17,1038651,1,0,9,94526,0,0,9298,0,0,187102,0,0
2,32,16721852,16,0,52,705478,0,0,64791,0,0,10282958,10,0
2,23,3276498,3,0,27,314895,0,0,35506,0,0,957070,0,0
2,12,10275759,10,0,50,607322,0,0,61060,0,0,5634477,5,0
2,8,1402905,1,0,17,151915,0,0,10979,0,0,112676,0,0
2,29,3697167,3,0,16,162254,0,0,11854,0,0,2392325,2,0
2,11,6937567,6,0,10,126549,0,0,11641,0,0,6017228,6,0
2,22,15021917,15,0,65,825310,0,0,88096,0,0,8962736,8,0
2,31,1657014,1,0,14,183215,0,0,19185,0,0,420721,0,0
2,4,9801919,9,0,43,536898,0,0,63361,0,0,5603677,5,0
2,21,11471416,11,0,30,339077,0,0,23969,0,0,8616158,8,0
2,13,1450105,1,0,10,128681,0,0,22181,0,0,440550,0,0
2,27,309221,0,0,2,45655,0,0,8086,0,0,61846,0,0
2,5,660381,0,0,5,86403,0,0,9036,0,0,190758,0,0
2,0,9991515,9,0,50,587017,0,0,67062,0,0,5700447,5,0
2,24,3216315,3,0,27,335510,0,0,41426,0,0,1070220,1,0
2,7,777892,0,0,9,110046,0,0,8899,0,0,61736,0,0
2,16,1419157,1,0,14,159401,0,0,18957,0,0,405271,0,0
2,1,603183,0,0,10,82056,0,0,1370,0,0,392,0,0
2,25,3177761,3,0,27,332453,0,0,40495,0,0,1183905,1,0
2,30,6046702,6,0,17,255329,0,0,21191,0,0,4300140,4,0
2,9,22228501,22,0,57,679296,0,0,77890,0,0,17258452,17,0
3,159,30771033,30,0,281,2365869,2,0,146047,0,0,5839218,5,0
3,22,1144201797,1144,0,13176,41991834,41,0,2828358,2,0,622424422,622,0
3,43,67106261,67,0,746,1294817,1,0,83640,0,0,45314777,45,0
