,NetID,FlowID,runTimeLUDB(ns)
1505,13, 58,25123408726
3629,28, 118,25197326444
4320,32, 243,25325639960
3581,28, 385,25426674331
3758,28, 101,25448672811
1808,17, 223,25640495629
3772,29, 72,25773528996
3171,27, 408,25811109504
2387,24, 245,25897296145
807,10, 38,26023772653
3338,28, 330,26154247660
492,8, 91,26224434109
885,10, 67,26325050966
3348,28, 72,26394328786
755,10, 314,26410947061
1731,17, 2,26484855276
3737,28, 17,26679507933
3326,28, 354,26787361968
1380,13, 26,26865986847
385,8, 36,26961096052
3534,28, 422,27102626313
1813,17, 137,27185172697
3522,28, 334,27208673696
1869,17, 192,27269513680
2070,18, 60,27455774175
1928,17, 247,27487545567
2199,19, 108,27620145453
477,8, 41,27876527688
1443,13, 102,28002789494
415,8, 33,28080600371
463,8, 183,28097210094
1956,17, 122,28154908893
4151,32, 78,28441469794
3125,27, 334,28467627049
249,3, 109,28556108111
423,8, 193,28598333976
721,10, 326,28698472587
3807,29, 79,28828387983
454,8, 212,28919973381
2589,24, 247,28982355765
2076,18, 8,29017304475
1453,13, 65,29225527263
2096,18, 132,29303059847
1503,13, 59,29478228245
2376,24, 206,29661752684
2059,18, 196,29762149166
217,3, 202,29993704936
570,8, 278,30046587091
3074,27, 126,30252785006
2149,18, 10,30331299672
2126,18, 34,30502394957
3208,27, 399,30577706870
947,10, 34,30693950911
4179,32, 151,30944117949
1981,18, 92,31010274383
3687,28, 209,31170856367
3325,28, 4,31310907232
2506,24, 243,31484348167
2677,24, 351,31498510296
1158,12, 169,31694878349
3612,28, 130,31925256512
861,10, 339,32027506572
210,3, 212,32339501412
2657,24, 96,32384821416
722,10, 23,32426432214
834,10, 263,32479389242
1330,13, 16,32585063453
2446,24, 195,32646381279
744,10, 200,32807064180
750,10, 148,32993434445
873,10, 440,33208183434
335,8, 184,33266682304
502,8, 160,33393229467
127,3, 111,33458731527
715,10, 82,33596478716
2120,18, 93,33665688261
2970,27, 240,33719063905
1888,17, 56,33808608944
877,10, 35,33940082282
4279,32, 24,33956946516
2080,18, 145,34013794727
3571,28, 205,34029766656
1357,13, 152,34109131280
3483,28, 23,34199481615
1402,13, 116,34483346045
1376,13, 103,34750144764
3568,28, 251,34867703177
688,10, 210,34896464384
954,10, 407,34953027726
3313,27, 398,35066093316
3081,27, 134,35089868857
3023,27, 0,35208453283
4313,32, 191,35288987480
1062,10, 421,35518248261
3039,27, 138,35697422413
2907,27, 246,35872974625
1852,17, 58,35960807824
3106,27, 257,36219972748
3731,28, 426,36312330472
1050,10, 161,36402709872
742,10, 40,36604212618
4325,32, 67,36712554655
3588,28, 356,36867562805
169,3, 107,37121610124
471,8, 230,37174625422
3177,27, 205,37341117589
2941,27, 216,37540884544
1918,17, 218,37600747265
1469,13, 96,37789874974
542,8, 248,37835419975
865,10, 215,38309549533
2955,27, 371,38428671737
1025,10, 218,38558333710
993,10, 223,38775057554
1349,13, 199,38844386445
2986,27, 413,38984071572
1029,10, 50,39121692925
195,3, 45,39495333601
3498,28, 95,39560861160
3052,27, 417,39677989464
2474,24, 16,39792544505
3303,27, 315,39912448856
2958,27, 8,40179437429
3089,27, 210,40235425212
4305,32, 238,40292883865
949,10, 278,40460915087
2002,18, 65,40484287198
2426,24, 219,40694181085
2934,27, 382,41132086285
716,10, 94,41500848744
3393,28, 186,41863070006
2655,24, 337,41917172446
1212,12, 99,42081887161
361,8, 190,42219199204
2905,27, 61,42315781211
858,10, 417,42374221551
2498,24, 238,42397311942
2727,24, 123,42478129218
2969,27, 407,42705969557
2131,18, 95,42832175760
3285,27, 106,42964228148
2022,18, 133,43117318564
2108,18, 28,43254898466
1302,13, 39,43379371870
562,8, 12,43522000655
105,3, 26,43834820985
3652,28, 290,43848091424
3416,28, 16,43928789178
2021,18, 47,44264100869
3402,28, 44,44531964267
1010,10, 237,44672230870
2079,18, 155,44805065376
889,10, 381,44953528519
3277,27, 197,45162949617
1979,18, 157,45343024835
1249,12, 156,45403017375
3087,27, 13,45807159123
942,10, 239,46035194011
263,3, 188,46169906411
1552,13, 30,46294306359
1417,13, 56,46946683064
853,10, 26,47125041559
544,8, 174,47217804160
746,10, 247,47279465903
2667,24, 256,47498761517
1079,10, 37,47789970148
2526,24, 221,47824536757
890,10, 252,48145891795
1036,10, 428,48277434799
3592,28, 198,48559113573
2991,27, 199,49095809762
2569,24, 177,49287446548
3729,28, 325,49976635956
421,8, 86,50371543143
1907,17, 6,50552509670
3634,28, 225,51167521701
2013,18, 89,51412967676
1085,10, 0,51868933577
774,10, 10,51996404237
3658,28, 117,52228588345
3440,28, 28,52646957347
2475,24, 34,52835303941
2406,24, 168,53144576632
2087,18, 122,53440785950
3535,28, 108,54190262303
3157,27, 153,54865098219
1479,13, 244,55036242006
3752,28, 39,55560435139
3382,28, 235,55646738784
412,8, 163,56470742350
373,8, 154,56721580544
66,3, 208,57022803394
1336,13, 190,57327528493
381,8, 277,57469818104
991,10, 229,57854751477
342,8, 249,58497352676
62,3, 120,58777296787
591,8, 83,59048465294
2101,18, 31,59240336652
348,8, 231,60290780520
2562,24, 409,60315270089
3315,28, 64,60865519365
2431,24, 100,61281727525
2418,24, 345,61452865934
2718,24, 288,61835927554
671,10, 145,61976795017
203,3, 138,62051770717
727,10, 15,62329586065
3060,27, 62,62579299745
3455,28, 310,62728662849
918,10, 1,62920223338
935,10, 159,63017700279
1022,10, 321,63144741460
1982,18, 178,63877858434
85,3, 61,64814745256
927,10, 133,65150428595
142,3, 38,65549316939
2917,27, 244,65605067494
3755,28, 348,66019156802
3263,27, 344,66442572692
2911,27, 292,67515786104
3276,27, 285,67894626431
3145,27, 128,68926374761
1527,13, 66,69169033991
3233,27, 130,70628426125
894,10, 282,70858932497
2919,27, 52,71082197019
163,3, 200,71111274912
3101,27, 204,71431406338
3726,28, 360,71520717693
3057,27, 227,71948216783
2872,27, 132,72936300626
1863,17, 111,73288210580
1753,17, 155,73491504835
2886,27, 131,73592438447
2961,27, 158,73790304599
2891,27, 41,73915189778
753,10, 124,74115961226
743,10, 255,74249504630
458,8, 9,74780517980
3358,28, 342,75490873751
3521,28, 296,76152281768
534,8, 8,76219915879
1058,10, 426,76658787851
2916,27, 85,77398015651
3664,28, 91,77579311422
1033,10, 430,77807096535
3689,28, 51,77950162495
1482,13, 159,78353912757
486,8, 139,78884258591
3528,28, 12,79087594469
999,10, 74,79206146418
3526,28, 236,79306328721
449,8, 242,79638520933
1707,17, 211,79694577856
848,10, 415,79756307073
3020,27, 208,80101529381
370,8, 170,80470807171
2427,24, 398,81237768322
1411,13, 173,82509401289
3586,28, 159,83352120019
145,3, 50,84747853999
3273,27, 275,85339941580
3516,28, 306,85461109310
3152,27, 438,85947795190
568,8, 223,86147097610
3133,27, 250,86295207483
3287,27, 145,86789389093
181,3, 94,86860968847
2908,27, 420,87734738018
3006,27, 190,88650558111
3417,28, 389,89542115482
3381,28, 340,89612006914
2979,27, 169,91631878985
1513,13, 49,92021699437
2926,27, 6,92936816398
3137,27, 341,93116535394
3443,28, 183,93819644464
3462,28, 401,94516621208
3570,28, 369,95532097915
3625,28, 436,95619285814
112,3, 18,95967748310
1511,13, 117,97009650526
3679,28, 9,97165150024
457,8, 204,97310462328
2950,27, 379,97577952175
3121,27, 416,98422868174
3618,28, 109,98706416195
3259,27, 342,99128826424
132,3, 162,99449144551
241,3, 42,99584420314
2880,27, 180,100381893117
173,3, 85,100900349898
2992,27, 148,101007924444
3396,28, 169,101170965497
3486,28, 289,101411171018
3230,27, 338,102176969971
3205,27, 396,102606782525
1992,18, 49,104671520842
229,3, 132,105281281153
204,3, 57,105351548893
3511,28, 257,107034344738
3316,28, 69,108305448585
3515,28, 154,109496266880
3387,28, 440,109851140687
1003,10, 404,110243919693
3695,28, 26,110877927969
3468,28, 344,111778496959
3141,27, 79,112013437686
3298,27, 93,112897562264
332,8, 15,113328890964
2921,27, 314,113565033598
3718,28, 383,114385216255
748,10, 309,116097780266
3716,28, 53,116876242896
936,10, 320,117321990772
3194,27, 437,118382248406
1012,10, 285,119150842350
3759,28, 137,119518688061
764,10, 301,119788674902
1069,10, 272,119951576764
3193,27, 402,120106648711
3467,28, 399,120270386674
433,8, 55,120565360984
232,3, 161,120579378702
689,10, 403,120910216993
266,3, 197,121322903625
2885,27, 364,121766887249
543,8, 202,122927722794
3609,28, 374,123157337611
3203,27, 366,123194000282
944,10, 169,123301894870
3544,28, 52,124157283409
487,8, 109,125240607844
3322,28, 248,125428199077
3454,28, 417,126974484096
3583,28, 377,128425885459
192,3, 139,128641363284
141,3, 204,128830647222
579,8, 252,129249159737
89,3, 86,129498394134
3730,28, 229,131002610168
3059,27, 119,132511907274
3595,28, 61,133074200526
3148,27, 70,137159877804
3046,27, 107,139463582106
179,3, 134,140260150254
3334,28, 326,140449259379
3576,28, 400,141344497498
2962,27, 127,141790385521
3257,27, 45,142209143040
3363,28, 252,144031278083
3384,28, 197,145521269826
1991,18, 36,146224373833
81,3, 52,146754822723
3557,28, 196,147393709483
2889,27, 175,147579661385
3661,28, 167,148199546866
3394,28, 341,149178008774
67,3, 5,150322563047
3532,28, 293,150552045045
3459,28, 190,151952156916
3645,28, 212,153403377150
3702,28, 81,154118510086
709,10, 311,155058975338
3750,28, 150,156921108345
3232,27, 305,159337188355
3242,27, 234,164262322513
3740,28, 284,164672733429
3061,27, 351,166305734120
3118,27, 172,167534193171
3107,27, 171,167969274769
1070,10, 253,169527114669
3703,28, 76,171320512276
592,8, 219,171550950354
494,8, 247,172561112206
3235,27, 25,173530151529
926,10, 288,174883531301
3457,28, 75,175177554820
3065,27, 129,175694447432
1071,10, 325,176096547890
3002,27, 189,177624962957
279,3, 169,179426575229
2976,27, 252,182920896626
2982,27, 283,184534882118
3268,27, 247,187190434992
3182,27, 44,188797493460
3309,27, 439,189682853435
3280,27, 376,191954127970
2978,27, 96,193848706132
226,3, 181,194772934880
2878,27, 336,197943401855
3446,28, 13,200773943451
704,10, 132,203326000418
2903,27, 219,208381865508
3307,27, 256,210917391930
446,8, 158,214116606336
489,8, 132,219635580289
3333,28, 403,223273461006
3253,27, 278,224716933240
3319,28, 71,230669023745
3375,28, 275,230827575655
3096,27, 166,235891441857
3035,27, 363,238446932006
118,3, 65,239533290565
2892,27, 168,240054708618
2942,27, 23,243892205571
700,10, 12,244308603639
135,3, 83,244891850429
992,10, 121,246219878004
3403,28, 287,249965287614
3083,27, 43,252955605346
882,10, 184,254241359900
1073,10, 298,254882668709
3236,27, 356,256410726263
3147,27, 206,259587203952
3144,27, 306,272090696925
2901,27, 296,274385987451
3392,28, 239,275446468011
3085,27, 54,276601743082
3573,28, 41,277131501428
3562,28, 331,280061449807
3674,28, 384,284569860610
3068,27, 7,289902316340
3342,28, 164,293618844931
3153,27, 368,297540847435
3407,28, 37,298643989998
3018,27, 82,302524497968
3510,28, 322,310384391652
3565,28, 207,313344815191
3624,28, 286,318754624864
3370,28, 153,321155809461
3409,28, 265,324219920505
3165,27, 297,326648493336
3136,27, 165,331847669288
253,3, 136,340792711476
3215,27, 32,352201761858
3063,27, 411,355898469194
3134,27, 409,356885548857
3305,27, 440,370248468709
3600,28, 57,381794645180
3045,27, 86,384018695932
2951,27, 178,384413858107
3676,28, 19,386501590883
2898,27, 50,389062990429
3151,27, 324,392426078655
3473,28, 411,397062670273
2875,27, 265,424962489137
3270,27, 69,433948326563
3410,28, 111,437728973024
2940,27, 295,448560526701
3488,28, 423,456634451441
3169,27, 332,461825975153
3049,27, 38,464131640172
3627,28, 245,465949804218
3357,28, 62,482575764121
3527,28, 208,490025323441
3166,27, 11,494750175222
2938,27, 391,496938216981
3466,28, 223,499994867896
2981,27, 294,509196308699
3026,27, 94,519120615101
2993,27, 57,526969284230
3723,28, 214,528756546904
3413,28, 247,553139585897
3630,28, 445,590765843503
3686,28, 140,619555113277
3126,27, 146,627359336781
3656,28, 103,637136351176
3275,27, 76,655664011749
3372,28, 151,662569184885
3699,28, 219,673287289155
3518,28, 50,680218934152
3578,28, 89,686556186915
3543,28, 156,703674715341
3352,28, 424,716421994483
3012,27, 307,722436851671
3206,27, 254,732443658000
3691,28, 255,739713257277
2963,27, 60,751122267998
3332,28, 148,757328361005
3561,28, 192,777930904782
3660,28, 302,790042353717
3587,28, 237,797600337719
3525,28, 55,802566035761
3621,28, 47,811922201808
3719,28, 397,819309015670
3388,28, 430,828846952716
3636,28, 135,845808174448
3214,27, 215,896859468565
3072,27, 100,899727042615
3240,27, 388,907196659823
3271,27, 30,929659084715
2877,27, 264,937865964874
3642,28, 83,955562250745
3622,28, 8,999681880379
3704,28, 100,1041647168235
3053,27, 255,1093306772143
3175,27, 14,1166641781724
3553,28, 188,1182166127971
3680,28, 337,1208090041569
3108,27, 156,1244870592670
2873,27, 114,1259829114820
3748,28, 145,1308943327218
3501,28, 79,1401696459950
3643,28, 7,1468055325744
3158,27, 65,1511627813272
3760,28, 67,1533981130998
3097,27, 406,1561281093692
3476,28, 170,1618295274312
3538,28, 285,1626078455746
3623,28, 227,1652447354756
3596,28, 258,1662582851837
3001,27, 274,1710751981849
3036,27, 182,1725829981600
2912,27, 276,1734971036556
3464,28, 144,1835166423827
3474,28, 119,1992649819206
2987,27, 361,2101214273239
3231,27, 186,2108113318052
3187,27, 330,2114107400446
3180,27, 159,2115980727966
3092,27, 117,2135142708943
3185,27, 120,2304862324091
2943,27, 302,2322371575766
3512,28, 376,2333766428627
2931,27, 181,2446531763250
2914,27, 425,2634878676528
3201,27, 392,2840391654003
3078,27, 375,3058456543915
3167,27, 125,3649902442851
2965,27, 144,3667710518074
3127,27, 9,3677544022221
3093,27, 1,4826374571608
3286,27, 304,5101865195539
2966,27, 374,5115456551761
2897,27, 202,5126598396549
3228,27, 226,5182632683979
3066,27, 40,5198528469450
3282,27, 321,6007028538984
2915,27, 422,6038515892019
3179,27, 327,6718390784580
3154,27, 21,7214532030906
