,NetID,FlowID,runTimeLUDB(ns)
3626,28, 181,32384834745
3597,28, 138,32471886620
505,8, 149,32486021174
3749,28, 125,32590724061
1096,10, 71,32668934188
3724,28, 414,32964242142
3441,28, 18,33142650518
3427,28, 206,33216456705
2051,18, 160,33283735184
793,10, 56,33451448273
804,10, 194,33480473833
3545,28, 370,33642701440
483,8, 264,33670229679
800,10, 243,33793036369
818,10, 240,33917524975
2741,24, 410,33956840543
820,10, 372,34004339658
801,10, 402,34023198122
951,10, 136,34087643000
2378,24, 182,34155317011
4137,32, 125,34416193846
3401,28, 419,34664221007
694,10, 310,34866576466
3741,28, 182,34877263211
1460,13, 64,34943750107
3412,28, 425,35024083798
3672,28, 49,35080540438
734,10, 393,35180238783
2680,24, 153,35249816837
3725,28, 392,35384560674
3109,27, 194,35546958676
1084,10, 245,35862498785
3041,27, 214,35890787713
3254,27, 133,35972917157
941,10, 246,36268540746
2535,24, 368,36401486494
3745,28, 97,36531692517
3712,28, 179,36694762298
3761,28, 93,36803040635
3082,27, 104,36982204889
3803,29, 81,37153443221
2617,24, 411,37241153972
2438,24, 211,37374252388
540,8, 56,37543229148
1836,17, 258,37611215695
905,10, 134,37831671481
410,8, 127,38092768884
1739,17, 185,38411356307
3354,28, 246,38549714182
1478,13, 174,38697772624
1792,17, 276,38826499681
2379,24, 342,38870538067
3931,30, 10,39066419399
2389,24, 32,39231605686
2947,27, 387,39549961548
816,10, 328,39627398277
1924,17, 24,39711267204
2355,24, 36,39893315520
333,8, 32,40092557323
3923,30, 83,40223793806
2636,24, 363,40258241798
2621,24, 72,40450630830
3606,28, 166,40477979961
985,10, 80,40675237789
3172,27, 325,41033889007
3361,28, 146,41490333165
2641,24, 15,41544558431
3620,28, 278,41917147644
3183,27, 68,41956524149
473,8, 166,42107053394
867,10, 227,42237913827
1021,10, 31,42371951400
3216,27, 287,42392132930
1220,12, 164,42468340322
2684,24, 47,42578512951
3076,27, 212,42727936055
3019,27, 47,42844286081
2698,24, 388,42984077718
3135,27, 339,43132523548
3119,27, 217,43307640306
3192,27, 15,43506190146
677,10, 386,43819722940
2050,18, 45,43836926760
2164,18, 61,43861177183
3508,28, 162,44199560913
1990,18, 80,44301537700
2162,18, 136,44560724691
870,10, 316,44679235048
2360,24, 353,44936046877
3733,28, 32,45045360298
3714,28, 27,45266624937
1416,13, 0,45345321404
2956,27, 400,45448127828
1405,13, 140,45823856285
2585,24, 171,46118274971
280,3, 133,46234594043
3590,28, 110,46840675122
346,8, 20,46980407805
3343,28, 161,47200729036
2890,27, 103,47271976411
756,10, 42,47453605083
687,10, 396,47654511777
2146,18, 19,47816893573
736,10, 78,48116805181
866,10, 349,48232608074
1076,10, 336,48513734200
806,10, 341,48818297952
3415,28, 168,49252258420
587,8, 171,49689567781
3675,28, 372,50027807678
444,8, 222,50470147202
3114,27, 142,50700032364
3111,27, 343,51270059646
1759,17, 14,51525477822
3924,30, 51,51918660357
1995,18, 99,52169417788
2072,18, 109,52509748570
710,10, 44,52693152702
3649,28, 271,52987047350
3463,28, 215,53148886272
872,10, 3,54060038875
1530,13, 52,54630107874
1345,13, 169,55017938341
2043,18, 141,55421566821
2995,27, 385,55605066675
1545,13, 172,55830323669
2075,18, 71,56563921041
3223,27, 183,56952580233
782,10, 14,57045991444
1904,17, 29,57343541449
548,8, 116,57534337913
3031,27, 288,57942429414
374,8, 216,58662695651
3757,28, 228,58893188307
427,8, 24,59128970971
1333,13, 72,59451829173
2448,24, 83,60299174567
2025,18, 74,60343323314
3684,28, 415,60968429248
1461,13, 137,61298876424
2755,24, 350,61492383842
125,3, 191,61881174385
193,3, 146,62001995141
1401,13, 69,62278613489
3391,28, 34,62447615407
236,3, 87,62712361882
3574,28, 294,62906939967
1090,10, 274,62961851613
3360,28, 78,63039319608
2593,24, 283,63275439541
200,3, 185,64640388137
278,3, 64,65052708943
2366,24, 178,65226586860
2996,27, 136,65558100528
1989,18, 191,65855949471
2570,24, 139,66056855645
3176,27, 236,67153334678
1424,13, 227,67822764954
2923,27, 139,68079600159
2140,18, 189,69130178979
3722,28, 56,70230339780
970,10, 178,70807833449
658,10, 368,71016714134
216,3, 123,71086945390
515,8, 177,71262334427
862,10, 283,71511231182
1470,13, 100,71932617746
3345,28, 428,72608549164
3188,27, 390,73284382932
2377,24, 21,73435116598
3116,27, 372,73502055055
3513,28, 381,73619732216
75,3, 96,73856535379
3196,27, 75,73924131481
1059,10, 186,74118165695
3374,28, 80,74373707741
3138,27, 89,75249127038
358,8, 227,75525802738
3707,28, 24,76174135875
977,10, 266,76516508049
3569,28, 300,77224059110
984,10, 75,77514382657
745,10, 73,77798081389
1701,17, 49,77926690086
2959,27, 83,78206142578
420,8, 187,78383550635
523,8, 110,78958893836
3639,28, 210,79136004528
3663,28, 268,79236184185
720,10, 347,79432418899
3105,27, 39,79692693682
382,8, 43,79739661502
1317,13, 200,79773057093
1533,13, 202,80152305268
758,10, 244,81020746511
1502,13, 124,81484649967
1396,13, 88,82797653665
3732,28, 5,84018457259
2888,27, 147,84877685426
3653,28, 25,85360887453
573,8, 125,85945709386
554,8, 133,85990117357
3207,27, 51,86252769600
3088,27, 249,86430804313
187,3, 113,86827267079
3377,28, 318,87578104357
1950,17, 175,87956056098
3073,27, 281,88830142363
3161,27, 193,89564899530
3537,28, 364,91323802924
3431,28, 446,91677828229
3404,28, 336,92462408391
242,3, 63,93087833634
3115,27, 229,93257817089
3278,27, 179,94294344703
2089,18, 39,95525439932
233,3, 20,95618863845
3436,28, 129,95967651405
3159,27, 113,96905142021
238,3, 22,97012384590
2887,27, 196,97171580317
3245,27, 293,97489250176
3547,28, 437,97801694001
3120,27, 42,98694791753
3655,28, 343,99094448463
131,3, 95,99315484664
3213,27, 394,99460147070
3551,28, 379,100041499563
3055,27, 224,100881037789
3589,28, 155,100936650440
401,8, 209,101027966410
2884,27, 404,101302322681
2910,27, 347,101595343160
580,8, 11,102408079069
501,8, 239,103496172335
1520,13, 249,104831841433
2023,18, 1,105320273978
922,10, 397,105706330361
3613,28, 366,108204478573
3575,28, 418,108710924484
3258,27, 273,109772785741
3295,27, 284,110144330666
1092,10, 110,110621241227
2514,24, 377,111124083476
3482,28, 96,111967378739
408,8, 34,112444297313
3519,28, 375,112937050880
3670,28, 259,113553034136
3378,28, 73,113717391619
3256,27, 320,114940231459
2954,27, 326,116377903735
2876,27, 80,117045079341
1060,10, 236,117604206987
334,8, 23,118989807791
2920,27, 272,119328755455
3221,27, 432,119763934767
3293,27, 218,119790758889
3509,28, 297,120014467650
1011,10, 55,120113172985
798,10, 332,120341475785
2925,27, 318,120576404933
1063,10, 202,120678357407
1052,10, 170,121004329709
1014,10, 373,121674287562
3700,28, 328,122229022386
3735,28, 432,123078755786
3435,28, 152,123193015291
159,3, 227,123235277463
3267,27, 267,123937039236
399,8, 156,125203384361
69,3, 149,125422626217
3523,28, 314,126789147873
3492,28, 396,127918345600
197,3, 176,128465328826
3432,28, 281,128760400919
102,3, 97,128939672719
443,8, 31,129447907586
3717,28, 413,130373987497
3477,28, 92,132013079142
1454,13, 146,132781172388
3736,28, 243,136327197286
448,8, 186,138510454988
3264,27, 266,139713460784
3497,28, 327,140301932940
362,8, 258,140750834079
3190,27, 203,141534835398
3593,28, 321,142195231982
3266,27, 386,143509972425
3376,28, 54,144955107455
1492,13, 238,145539984937
3715,28, 405,146376221062
3155,27, 263,146955255986
3751,28, 264,147484258433
2029,18, 147,148165766040
156,3, 48,148713082903
3243,27, 149,149848339881
3069,27, 331,150516328129
3102,27, 412,151502357502
3414,28, 433,152858451194
3728,28, 177,153742574061
3211,27, 29,154692149764
2975,27, 73,155592259816
711,10, 319,158281051353
3320,28, 147,162968957259
969,10, 128,164535574264
946,10, 16,165124942204
3224,27, 137,166485851674
932,10, 335,167677397135
3603,28, 180,168898725626
353,8, 51,171099024802
3302,27, 282,171328427153
1508,13, 92,171845250748
655,10, 185,173096018869
3037,27, 200,173555134646
841,10, 281,175096211755
996,10, 115,175645049728
683,10, 401,175890545273
896,10, 287,176499996018
3103,27, 349,179320951195
122,3, 175,181816526941
3265,27, 81,184408938022
3003,27, 424,185703458980
826,10, 306,187529505647
506,8, 140,189198602063
856,10, 103,191796126805
2154,18, 128,192952478413
151,3, 131,193905932123
171,3, 135,195712740884
3324,28, 311,199577694355
3406,28, 35,202688983935
891,10, 411,204873768108
2953,27, 151,210657933170
3186,27, 369,211589353405
482,8, 210,217543664111
3438,28, 347,220970650419
418,8, 18,223499676155
491,8, 64,224771492823
3395,28, 171,230681104106
3721,28, 301,231863933930
3572,28, 88,236376029490
2944,27, 308,239524854341
3004,27, 286,239907185133
2974,27, 209,240144776027
80,3, 193,243994003220
3084,27, 329,244526231637
3156,27, 441,245527546198
3637,28, 0,247970768795
3009,27, 414,251718466883
2883,27, 17,253160498982
945,10, 220,254709470198
893,10, 125,254883788847
3062,27, 161,257781344559
3615,28, 315,270830011945
3294,27, 72,274259210021
3284,27, 230,274417221143
2935,27, 427,275952645186
3140,27, 357,276610274623
3399,28, 203,277361415420
3314,28, 267,283764687482
3383,28, 211,289680070953
3336,28, 312,292545960577
3434,28, 131,294781372055
3696,28, 280,297743142139
888,10, 47,299945200514
3380,28, 371,305885518593
3371,28, 74,312169090018
1047,10, 163,313669942870
3563,28, 410,320457060138
2929,27, 116,323539022257
3350,28, 335,326497232175
3421,28, 272,328855765553
3290,27, 135,337335474160
3297,27, 33,349741388403
3248,27, 118,353505899782
3330,28, 263,356644626883
3654,28, 176,364683889489
2967,27, 421,377185950837
3682,28, 30,382346238422
3292,27, 167,384268898133
3113,27, 143,386385317525
2895,27, 22,388976549511
3022,27, 207,389723352266
3356,28, 232,394646010836
3669,28, 260,408040103239
3225,27, 429,433520674421
2994,27, 269,435202475167
3582,28, 213,447279633901
3554,28, 404,453367168012
3577,28, 416,457697733029
3666,28, 191,462523659464
258,3, 98,464570969087
3323,28, 178,479727318550
3398,28, 46,486311788361
3249,27, 431,494439033206
3524,28, 274,495309700897
3321,28, 402,498465454889
3727,28, 99,504860004863
2988,27, 362,515563016563
3546,28, 94,520266433451
3016,27, 410,527481431344
3713,28, 332,546166061853
3367,28, 368,564885462277
3517,28, 66,599790708372
2922,27, 317,624380732402
3218,27, 4,634097060077
3094,27, 389,651852046253
2904,27, 87,656272892451
3390,28, 157,664656415892
3480,28, 14,678942899582
2900,27, 77,684507040925
3651,28, 233,694547583150
3306,27, 245,705138651598
3028,27, 259,717323375003
3100,27, 19,730034958576
3499,28, 202,738419464019
3668,28, 353,747372906725
2997,27, 10,752245366991
3405,28, 38,759190529432
3608,28, 378,783782805805
3698,28, 70,790291593904
3558,28, 313,798910885892
3379,28, 60,802961631703
3530,28, 82,814660691511
3616,28, 58,825325814628
3708,28, 163,840475103781
2989,27, 360,879238797234
2964,27, 354,899619448672
3299,27, 74,905998231295
3312,27, 108,929345413323
3217,27, 277,930730319322
3539,28, 127,949709330169
3209,27, 170,957626704588
2971,27, 18,1010349728181
3335,28, 367,1044096479970
3484,28, 358,1125771655861
3602,28, 291,1166842566108
3550,28, 241,1184579623156
3720,28, 388,1211086800954
3014,27, 378,1250815036224
3502,28, 261,1276259225573
3017,27, 3,1332984904980
3359,28, 160,1409389122091
3355,28, 217,1510279584231
3174,27, 262,1530221368030
3296,27, 433,1546891644560
3385,28, 244,1612608980464
3469,28, 234,1623522581171
3490,28, 106,1627227885386
3428,28, 242,1656865739905
3644,28, 262,1678961900624
3239,27, 221,1714396731481
3143,27, 20,1729843168750
3662,28, 435,1812750379847
3373,28, 373,1968025302333
3747,28, 185,2018594811372
3051,27, 345,2103562362840
3260,27, 58,2111815505395
3050,27, 91,2114818702779
3079,27, 300,2125782165099
3146,27, 365,2222815436529
3420,28, 282,2312477911010
2882,27, 34,2325594603369
2985,27, 430,2400771528374
3611,28, 165,2563171716690
2945,27, 98,2778764686979
3178,27, 122,3001273063193
2980,27, 48,3225079713143
2881,27, 435,3665717279081
3008,27, 279,3671314765649
3131,27, 415,3695565430303
3244,27, 353,4931784133307
3252,27, 251,5114323928585
3080,27, 380,5116656204023
3272,27, 316,5180698878130
3212,27, 56,5184861606068
2952,27, 157,5207553383975
3262,27, 140,6017994946232
3000,27, 299,6049487033168
3056,27, 163,7184767488387
2894,27, 174,8567155150834
